title,url,hint,hint_reasons,tags,description,keep,notes
Hole Digging Game,https://lorenschmidt.itch.io/dig,?,,,"to move: press or hold the arrow keys to not move: do not press or hold the arrow keys to dig a hole: press space to not dig a hole: do not press space to rest: do nothing for a time to sleep: rest for a time to die: do something, or nothing, for 0-85 years ---------------------------------------------------------- optional: to show commands : press K various options here will allow you to generate patterns, spawn entities, change or disable aesthetic options, and set various options to your lik",,
Hollow Head,https://mtthwm.itch.io/hollow-horsmans-head-replacements,?,,,,,
Homing,https://lemuru.itch.io/homing,?,,,"Find your Safe Place Our game for the Global Game Jam  2019 and for our headquarters , MalajaJAM 2019. Artist 2D: Laura DÃ­az  (Instagram: @lemiuru) Game Design: Ana Cartamil (Instagram: @allandra7, Itch: allandra.itch.io) Programmers: MarÃ­a Moreno (Twitter and Instagram: @Lykaiast, Itch: lykaiast.itch.io) Miguel Ãngel Arrabal (Itch: miguel3a.itch.io) Music / Sound Design: Krill Audio (Twitter and Instagram: @krillaudio)",,
Honey Guardian,https://ioribranford.itch.io/honey-guardian,?,,,"Short score-attack shmup in the ""caravan"" style. Jenny has two minutes to save her hive from invading insects. Power up her sting shot with honey crystals and shoot invaders coming from all directions! Made for Gunner Parade Jam 2022. Ported to Android for Android Port Jam 2023. Ported to Sega Genesis / Mega Drive in 2024. Note for Firefox users: If you have problems with the web version, read and post feedback here Controls Action Xinput Controller Keyboard Genesis / Mega Drive Move D-pad or Le",,
Honey's sweet garden,https://etheweirdo.itch.io/honeys-sweet-revenge,KEEP,+monsters,,Honey is on a quest for revenge. Her creator Madmin has kidnapped her girlfriend and now she's on an unstoppable journey to get her back. Help her tear through Madmin's castle to find new items to help Honey and defeat an army of candy monsters in order to take down Madmin once and for all. Honey's Sweet Revenge is a metroidvania featuring mechanics inspired by Platform Fighters. Find new items to customize your loadout to find the setup that works best for you. Travel through the world collecti,,
Honor Cry Aftermath,https://simprosestudios.itch.io/honorcry,?,,,"A war that has lasted over 100 years is coming to an end. The blood, sacrifice and pain of any conflict between men bear many scars, and in the world of Honor Cry, loyalty and glory go hand in hand. In this game, you play Commander Jerus, a decorated veteran soldier who has been stranded in a hostile part of the realm. You are joined by your long-time friend and soldier Captain Verrel, whose bursts of rage can inflict much harm on his enemies. Your goal: To find and defeat the evil Cryum, end th",,
Hoodie Survivor,https://thewgreen.itch.io/hoodie-survivor,?,,,"Hoodie Survivor the vampire survivors inspired game that doesn't do the  thing that everyone liked about vampire survivors. You move forwards and shoot continuously and can only control which direction you're travelling by rotating left and right using w/d, arrow keys or left analogue stick on a controller. Runs on mobile but doesn't save on ios. Saves on my android phone but I'm not sure if it saves on all of them. I've got mine set to allow download from untrusted sources so that might be why ",,
HookCat,https://indiegesindel.itch.io/hookcat,?,,,"====Made for GMTK GameJam 2021==== July 1960 - the air is warm and stuffy, and you have just found your favourite rubber duck run over and without a head right in front of your home. Your hairs begin to rise as you swiftly grab your coat, hat and trusted hookshot, and venture out to track the culprit down - and make them pay for their crimes. As you follow them, they notice you and start sprinting towards the abandoned docks! You start sprinting too, cutting corners to gain on them, desperate to",,
Hooklings,https://pasculator.itch.io/hooklings,KEEP,+death,,"Hooklings is an indie co-op platformer for four players that will transport you back to the arcades of the 80s. Just don't do anything nefarious that alters our timeline while you are there. New gameplay in a classic framework lets you grab and pull your enemies, make those enemies hit more enemies on the way to the wall which makes you experience joy.  But take care! Every attack can inadvertently result in your own death or the death of your friends. Then your friends will hate you and you wil",,
Hooks And Shotguns,https://fifthedgestudios.itch.io/hooks-and-shotguns,?,,,"Hooks And Shotguns is a bullet-hell platformer where you have to save your brother! Shoot shotguns and swing around like a madman! In Hooks & Shotguns, your brother, who is the only family have left, has been captured in a soul trap by your life-long enemy, Silo, before he broke it to pieces. You have to put it back together and save him!",,
Hope There's Someone to Take Care of Me When I die,https://rahrahstorytime.itch.io/hope-theres-someone-to-take-care-of-me-when-i-die,?,,,Hope There's Someone to Take Care of Me When I Die is a short solo or one player and gm game about the end of a life. It uses a d6 and a d4.,,
Hope's Peak,https://kallemacd.itch.io/hopes-peak,KEEP,+mystery,,"A mystery told five paragraphs at a time. Over 402,073,902 possible playthroughs. Reviews: ""C'est toute la force de cette narration morcelÃ©e, dispensÃ©e au compte-gouttes, et ce qui fait certainement de Hope's Peak une des meilleures interprÃ©tations du thÃ¨me de la Mystic Western game jam."" - Oujevipo.fr ""Very well written. I enjoyed each paragraph and learning more as it went."" - OldKnivesTale ""The individual paragraphs and the feeling of the entire game are so strong, I love the writing styl",,
Hostile Architecture,https://blamperer.itch.io/hostile-architecture,?,,,"""Jason Ornery was an ordinary punk: He listened to his favorite band, Nerdvana , religiously, practiced his skate moves any chance he gets. However, overnight anti-skate spikes and bumps were placed all throughout his favorite park, which caused an unfortunate accident leaving Jason with a new found hole in his chest…literally. Instead of going to a hospital or…dying, Jason would find out that this was done by the evil business cyborg Ichabod Swain. Fueled by energy drinks and rage, Jason will p",,
Hot Pot Panic,https://keanerie.itch.io/hot-pot-panic,?,,,"A game about the struggle to have a conversation while also stuffing your face with food. You are at an all-you-can-eat hot pot restaurant. You're hungry, and you just want to do nothing but chow down. But you're here with a friend, and you don't want it to seem like you're only here to eat! Can you manage to keep up a conversation while cooking and filling your belly? Features Cook delicious meat, veggies, and tofu in a tasty broth until they're just right! Multitask your way through three meal",,
Hotel Infinity - Bitsy Jam,https://rascalin.itch.io/hotel-infinity-bitsy-jam,KEEP,+bitsy,,"You run a hotel—that infinite hotel that philosophers and mathematicians like to theorize about. Taking care of your guests is  your top priority. Most of them are ghosts. ~5 min play time. Controls: â¬â¬â¡â¬ to move/advance dialogue. â¬â¬ to move between dialogue options; â¡ to select. On mobile: swipe to move, tap to advance dialogue. Swipe up/down to move between dialogue options; right to select. Made for Bitsy Jam #66: Ghosts on Holiday . Built in Bitsy, with help from Borksy and Pix",,
Hotel Paradise,https://kaiclavier.itch.io/hotel-paradise,?,,,"Weary and out of fuel, you stumble upon a curious hotel. Rooms are cheap and look luxurious, but finding your way might be a challenge in and of itself... Soundtrack now available! Pay $4 or more to get access to the soundtrack! More audio formats and track listing available at Bandcamp . v1.1 ""Hope"" Changelog: Rooms no longer have the possibility of never being found. It's now impossible to be searching forever. Your room will appear... eventually. Added a screen that shows the game's controls ",,
Housekeeping,https://tom9671.itch.io/housekeeping,?,,,"A team of Keepers tries to to clean the house. A team of Cats tries to destroy it. One team will come out on top in this competitive strategy game! Controls (XBox controller) Left Stick - Move A - Pick up item B - Drop item Rt - Spray Bottle(Keeper) / Hairball(Cat) Menu - Pause This is a game made by a team of student game designers for our capstone. As such, we encourage constructive criticism in order to help make this the best game we can make it. For private/more in depth feedback, feel free",,
Hover Gulch!,https://dubbin.itch.io/hovergulch,?,,,"You are a futuristic hovercar developed by the trillionaire owner of a stagnant maze-racing circuit. He has loaded you up with special powers so you can embarrass all the league's other cars. Skip to Downloads How to Play You must spin out rival cars by ramming them, catching them in your boost trail, or spinning another car into them. Spin out the required number of cars on each level to unlock the checkered flag. Grab the flag to advance. You are invincible while using your powers but vulnerab",,
Hover-Pixel 384,https://hyperpixel.itch.io/hover-pixel-384,?,,,"Hover your pixel through procedurally generated mazes! Use the arrow keys. The demo on this page will let you play through 3/4 of one maze. After you've finished it, download the game for thousands of mazes and more difficulty options. Finishing the game once usually takes between 10 and 40 minutes; the maze generator will keep delivering fresh challenges for many hours. The recommended download version of the game is packaged as an offline HTML file that you can play in an up-to-date Web browse",,
How About Spikes,https://soulpixel.itch.io/how-about-spikes,?,,,"Find yourself in a world, where you explore unknown areas, hazards and enemies. Help marcus get back his magic abilities to defeat the evil pirate captain! Find lost people on your journey and help them out of their situation to get loot and other rewards. Upgrade your equipment and gather rings, which boost your abilities, to survive even the thoughest enemies. Use your scythe to attack enemies and to defend yourself. But a simple scythe has more usage than you think. Throw the scythe against a",,
How's Next Week,https://gravesnail.itch.io/next-week,MIXED,"+horror,gore,body horror,anxiety -ttrpg,tabletop",,"SAVE GAME NIGHT. SAVE HUMANKIND. If you are reading this, it can only mean one thing: session is at risk of being cancelled—or worse, itâs already happened! Someone has posted in the groupchat and your well-laid plans have fallen through. Whatever the excuse might be—exams, car trouble, ââwork,ââ you can trust that all of this is a guileful plot. Your friends would not bail on you! No. Never. This can only be their work. HOWâS NEXT WEEK is a solo journaling anti-game that begins, spo",,
HubWorld,https://jeremyulrich.itch.io/hubworld,REMOVE,-relaxing,,"HubWorld is a relaxing first-person exploration game with a focus on visual design, novelty, and ease of use. The player uses standard [WASD] controls to explore the gameâs levels while moving the mouse to look around in first person. To load the next level simply click the left mouse button, to zoom in on the player's view scroll the middle mouse button forward. L e v e l s : [ I s l a n d ] [ F o r e s t ] [ W o r l d ] [ S k y ] Download the soundtrack @ https://jeremyulrich.bandcamp.com/",,
Hug Your Mama,https://simonjet.itch.io/hug-your-mama,?,,,"perpetual motion, unlimited power a mother's hug but they want to take it from you... you must stop them at all costs... the mother-son singularity will bring the dawn of a new age INSTRUCTIONS WASD to move MOUSE to aim LMB to shoot E to interact, exit mech, enter mech TAB to toggle mute Defend your mother and hug her to refill your energy to defend your mother CREDITS art, code, music by jet simon some images edited from the public domain sfx from freesound.org made for my mom for xmas 2025 RUN",,
Hunter's Moon Remastered (C64),https://thalamusdigital.itch.io/hunters-moon-remastered,KEEP,"+dark,loss",,"Memlog Hunter.10/thmw1: âLost in space. Surrounded. Strange structures that build themselves â hive-like. And at their core, alien starcells... Must get home. Back to Hunterâs Moon. Must... survive! Am attacking now â full thrust â cannons locked in â FIRE!â Little do you know what you face: over 180 levels of galactic mayhem. Hope you are a CLEVER psychoblaster â or else...' Originally released in 1987, Hunter's Moon is a strategic shoot 'em up set in deep space. Beautifully pre",,
Hyper Gauntlet Legacy of Nozzlethruster III,https://udellgames.itch.io/hyper-gauntlet,?,,,"About Enter the Hyper Gauntlet , an adrenaline infused manic dodge-em-up arena of high-speed obstacles and twitch reaction. Hurtle ever forwards through gaps between blue and red obstacles. With each obstacle passed your score increases, but so does your speed! Use the tactical slow motion to postpone the inevitable and rack up the high score. Do you have what it takes? The Hyper Gauntlet awaits. Alpha Reviews: It's the sort of thing you don't stop playing until long after your day's responsibil",,
Hyper Gunsport,https://necrosoftgames.itch.io/hypergunsport,?,,,"Hyper Gunsport is arcade action with fighting game vibes, a pulsing soundtrack, a unique cast of characters, a host of achievements, and unlockables to discover. This is Future Millennium Sporting Action! Solo Campaign 2v2 action Local Co-Op and versus 7 teams with unique styles and stories 7 stages with unique gameplay gimmicks Evolving rule sets in later stages Hyper Gunsport is all about arcade action! Precision shooting and tight jumps! Clutch saves and epic slams! But the ONLY thing you can",,
Hyper Sentinel,https://huey.itch.io/hyper-sentinel,KEEP,+fps,,"A face-melting, pixel-pumping arcade shoot 'em up featuring awesome power-ups, epic boss battles and spectacular effects at a blistering 60fps. Blast into battle against giant space destroyers in Arcade Mode, tackle endless waves of enemies in Survival Mode and face off against epic level guardians in Boss Run mode.",,
HyperDot,https://glitch-creative.itch.io/hyperdot,?,,,"Dodge Everything HyperDot is a minimal action arcade masterpiece with one rule: dodge everything. Evade enemies and test your skills in over 100 trials in the campaign mode, outlast your friends in multiplayer battles, or build custom challenges with the level editor. Features CAMPAIGN MODE Dodge your way through over 100 hand-crafted levels and trials in the single player campaign BETTER WITH FRIENDS Local multiplayer with an elegant drop-in/drop-out system to get you and your friends in-game f",,
Hyperplex 3D,https://lowscope.itch.io/supaplex-3d,?,,,"https://www.youtube-nocookie.com/embed/3yjHi8pZqnU The game contains all original 111 levels and attempts to have all the features of the original game, and even make it more engaging and fun to play by making it play more smoothly then the original. And by adding a level editor that allows you to share levels with your friends! Extra features Aside from the upgraded visuals, this version has some extra features compared to the original game. Level editor that allows you to create levels and sha",,
Hyperspace Dogfights,https://sleeper-games.itch.io/hyperspace-dogfights,?,,,"Fly the best jet in the galaxy and demilitarize planets by blowing up their entire combined armed forces,- in front of a never-ending nova sunset. Featuring: Juicy Combat Out-boost your enemies, shoot off their parts, use gravity to your advantage and hyperspace-dodge through projectiles and obstacles when things get too hairy. All The Loot Make your jet stronger and stranger by gathering some of the 250+ currently available passive and active items. Use over 90 randomly modified weapons against",,
Hypnospace Outlaw,https://jay-tholen.itch.io/hypnospace-outlaw,?,,,"Thank you for enlisting in the Hypnospace Patrol Department! As the world falls into its slumber, Hypnospace becomes a bustling global village. These virtual streets aren't going to police themselves! In Hypnospace Outlaw you play as a volunteer 'enforcer' who is tasked with bla bla bla... to make money bla bla. The cool thing is that there's a super robust fake OS and a really big fake internet with all kinds of neat things to find. OK?!? Ok! There's also a story, believe it or not, so stick it",,
Hämmeri,https://reime005.itch.io/hammerize,REMOVE,-casual,,"All you need is one thing - your hammer! Hammerize is a casual game that lets you compare against other players. Defend the world from zombies by hitting them with your hammer. The more you can defend the world from zombies, the higher your score will get! But be precise, do not hit the hard ground - the hammer will get destroyed! The game speed will increase by time. So be quick, the zombies are getting faster and faster! But wait, there are also flying skulls! They will fly to you to confuse y",,
I EAT MANTRAS FOR BREAKFAST,https://mariabumby.itch.io/i-eat-mantras-for-breakfast,?,,,DON'T READ THIS UNLESS YOU'RE READY YOU'RE ALWAYS READY. THIS IS YOUR FALLEN STAR YOUR EVERY WISH GRANTED patreon.com/mariamison,,
"I Have Low Stats But My Class Is Leader, So I Recruited Everyone I Know To Fight The Dark Lord",https://cannibalinteractive.itch.io/i-have-low-stats-but-my-class-is-leader-so-i-recruited-everyone-i-know,KEEP,+dark,,"( Mac users : This does not work on macOS Catalina (ver 10.15) or later. There's also been a couple reports of issues playing the game, so please try out the demo before purchasing.) In 'I Have Low Stats But My Class Is ""Leader"", So I Recruited Everyone I Know To Fight The Dark Lord', or 'IHLSBMCILSIREIKTFTDL' for short, you primarily play as the main character Josephine, fated to defeat the Dark Lord. However, as she's generally unskilled in combat, she recruits literally everyone in her hometo",,
I See You,https://deadfish1225.itch.io/hows-everyone-doing-tonight,?,,,"Come check on the regulars! Use 'Z' to zoom in, 'X' to zoom out and press and hold 'SPACE' to listen in. Use movement arrows to move your view. Inspired by Aristotle Roufanis: https://aristotle.photography/ Font sources: https://www.dafont.com/godzilla.font by Bill Bussone https://www.dafont.com/spooky-regime.font by Md Shohail Bhuian https://www.dafont.com/lemon-friday.font by Nuun Creatype https://www.dafont.com/stream.font by Hardiboy Design Camera sound sources: Camera zoom https://freesound",,
I Want To Make Something Beautiful,https://pixeldotgamer.itch.io/i-want-to-make-something-beautiful,?,,,"Created in just one week, I Want To Make Something Beautiful is a short game about an artist who wants desperately to create but fears they can produce nothing of value. The script for the game is pulled directly from a note I wrote on my phone over a year ago. [SOCIAL MEDIA] Bluesky Website Ko-fi",,
I don't think I've walked this stretch of road before,https://ottomaddox.itch.io/dontthinkive,KEEP,+surreal,,"A short, moody narrative ramble. Walk the length of your memories on a lonely country highway. Follow the signal. Return to the place you left behind. Piece together a truth you can live with. Features -Explore a surreal, minimalistic 3D landscape -Guitars + brooding analog synth ambience -A hopeful story of personal reckoning -Lo-fi, low-poly, no-budget psychodrama -Dual analog or keyboard input -Compact; < 30 min playtime Errata I don't think I've walked this stretch of road before is a mashup",,
I want to be a Triangle,https://lecroissantcyclope.itch.io/iwtbat,?,,,"The story: Rector is a Rectangle living in Geoshape Prime and he needs to meet the princess Triangie to tell her something very important. Only problem, only Triangles are allowed in her manor. Rector has now only one solution to fulfill his destiny: becoming a Triangle. The project itself: It's my first game using the Godot Engine . My objective was to make a short, fun game, especially to test my skills and determine if I was able to make a more ambitious game. Controls: X/Enter -> Use C -> Ex",,
"I'm a Pilot, Not a Platformer!",https://novadreamer648.itch.io/lets-play-a-game,?,,,"This was a concept for a Chapter Zero that I had laying around, so I decided to convert it to a zine format! If I decide to make it into a full story, there will likely be some major changes (ex. expanding on relationships between the main four characters).",,
IGEO,https://ghostdoor.itch.io/igeo-dx,?,,,Solve challenging spatial logic puzzles by pushing and combining like-shapes The goal is simple: clear the board . To remove shapes from the board players will push two of the same shape together. Combining shapes can have different effects and combining unlike shapes results in a game over . Development on IGEO DX is canceled. The game in its Beta state is still available for posterity and a showcase of my work. There will be no support or updates given to this title. Thanks to all who played d,,
IMMURE,https://witherstudios.itch.io/immure,KEEP,"+horror,psychological,unsettling,death,mystery",,"INESCAPABLE HORROR IMMURE is a story driven, psychological horror game. Will, the protagonist, has found himself trapped inside a foreboding Mansion with no exit. To escape, he must travel through strange doors which lead into other dimensions, filled with tormented souls. Will must choose to save or destroy these wraiths, in order to discover the truth behind the Mansion along with his own fate. GAMEPLAY Explore haunting environments in search of clues to figure out how to escape. Use the Shini",,
IMSCARED,https://mymadnessworks.itch.io/imscared2022test,KEEP,+nightmare,,"IMSCARED - 2022 test build is a free demo for the upcoming 2022 update of my old game (a demo made to celebrate my birthday! Hooray!) . This test covers the whole ""A Pixelated Nightmare"" section, that is the 2012 original content. The purpose of this test is to see how well the file system works (and since we're here, to let you all get a sneak peek of what I'm working on). At the end of this build you'll be redirected to a survey: please feel free to fill in the form in order to help me making ",,
INNER Anthology - FREE,https://darkstonedigital.itch.io/inner,KEEP,+psychological,,"We all have secrets, inner demons, obsession, and worries but few choose to face them. Wander your subconscious mind under hypnosis and rummage through your memories. Maybe you will find what you're looking for. INNER: An anthology An ever-growing collection of mini games created by DSD. INNER contains case files of different, mini, psychological experiences. Check back for updates to the game for more case files free! Current Case Files: Michael DEV NOTE: INNER has been re-designed to become a ",,
ISLANDS Non-Places,https://carlburton.itch.io/islands,KEEP,+loss,,"Reviews: The Verge , Killscreen , PC Gamer , The Boston Globe , BoingBoing , Rock Paper Shotgun , Eurogamer , Hyperallergic , TouchArcade , The Creators Project , BOOOOOOOM! , MASSAGE , Prosthetic Knowledge , Fast Company , 148Apps _____________________________ The familiar becomes magical in this critically acclaimed interactive artscape. Explore ten scenes inspired by the everyday and let your expectations of reality be transformed. Platforms: Mac / PC / iOS / LINUX Note: The LINUX version is ",,
Ice Block Puzzle,https://allenmlewis17.itch.io/iceblockpuzzle,?,,,"It is a puzzle game based off of the sliding ice block puzzles from various Zelda games - but a whole game full of them! Over 50 levels. I put my heart into it, and I hope you enjoy. -------- Push the block across the ice to reach the goal! 50+ levels of unique, classic puzzle action inspired by the NES and a certain green-clad hero.  Estimated 2 to 5 hours of gameplay or more depending on your skill. See the tutorial , trailer , and screenshots for a basic gist of the game and controls, or down",,
Ice Throw,https://matula.itch.io/ice-throw,?,,,"EXTRA! EXTRA! I DIOTIC C RYBABY E NVOY TERRORIZES CITY! Grab a snowball and throw it at those crybabies to make them run away. --- Any money made from this will go to MN Together. It will also be part of the "" No ICE in Minnesota "" Game Jam bundle. ----- One word of warning: The downloadable apps will likely trip the Windows and Mac security warning, since they aren't ""official"". You'll just need to override them. I promise they're safe.",,
Idioctopus,https://badgerhammer.itch.io/idioctopus,REMOVE,-romance,,"Love Don't Come Easy! Guide brainless lovestruck octopus couples safely to their romantic rendezvous in increasingly deadly date spots. Magical teleports, juicy switches, sticky gates, dastardly timers and more keep the gameplay fresh and exciting through 80 brain straining puzzles . Features 2 brain dead octopi 8 devious features 80 monster mazes of slimy puzzles Romance and danger Multi format",,
Idiot Town,https://dybno.itch.io/idiot-town,KEEP,+dark,,"Travel to the town of Id Eh Ot as ""every man"" Davey, in search of medicine for a dying loved one. As you can probably guess, everyone in the town is a total dummy. If you could not guess from the information available then you should probably be living in that town... Burn! If you did not understand the burn then you definitely should move to that town... Double burn! Anyhoo, this game is a classic RPG like Final Fantasy 2 or Chrono Trigger but without any fighting or magitech or summons or choc",,
Idle Matcher,https://selfsame.itch.io/idle-matcher,REMOVE,-casual,,"Idle Matcher is a fun casual matching game with a twist, matching cards gains you points which can be used to unlock a ton of upgrades and even additional decks to match. Upgrades increase match points, deck clearing multipliers, timer bonuses, and special computer played auto decks. You can even prestige to start from scratch with a multiplier on your score!",,
Il Filo Conduttore,https://playables.itch.io/il-filo-conduttore,?,,,"A small interactive story about about a cord, which hangs down from the top, overlooking a handful of delicately arranged objects. Il Filo Conduttore is a short game by Mario von Rickenbach and Christian Etter. Featuring Hungarian folk music and sound design by David Kamp. Part of the Triennale Game Collection, curated by Pietro Righi Riva from Santa Ragione.",,
Image of Perfection,https://crystalgameworks.itch.io/image-of-perfection,KEEP,"+horror,creepy",,"Fight ghosts and ghosts from your past. It's been a long month for Sirius- not talking to most of your friends, having an angry ex talk about you behind your back, and having a friend claim... that her house is haunted? The past few weeks have been long for Hailey as well, as her house has seemingly become infested with ghosts that only she can see- that is, until a fateful day. Image of Perfection is a creepy, atmospheric RPG about confronting fears- rather than being a pure horror game, it's a",,
Imperishable Memories,https://jenniferraye.itch.io/imperishable-memories,KEEP,"+experimental,glitch",,"âA lot of games have tried to capture that childhood sketchbook-look for varying purposes, but few nail the look and feel of those clumsy, often angsty scribbles as well as Imperishable Memories.â -IGN âYour sixth grade diary wants to have a word with you. If that thought is as horrifying for you as it is for me, Imperishable Memories will probably be just as scary.â -Cliqist ""A striking message of being frank with ourselves when we hurt others."" -IndieGames.com ""An hour long tour-de-for",,
In My Friend Carrie's Car,https://bignastytruck.itch.io/in-my-friend-carries-car,KEEP,+trauma,,"""In My Friend Carrie's Car"" is an autobiographical text-based game. While driving one town over to buy some plants with a friend, you find yourself thinking back on some things that have happened over the last few years. Content warnings: eating disorders (including some representations of unhealthy and damaging eating disorder thought processes), obsessive-compulsive disorder, intrusive thoughts, depression, reference to sex via discussion of birth control, self-harm mention. I want to really s",,
Indiepocalypse #4,https://pizzapranks.itch.io/indiepocalypse-4,MIXED,"+death,experimental -tabletop rpg,tabletop",,"ISSUE #4 Cover - Joe Whitt Hello and welcome to Indiepocalypse! In its simplest terms, Indiepocalypse is just a bundle of games (common thing) packaged with a zine (also common thing) about the aforementioned games and comics, reviews and more! Each month will feature games by 10 different developers.  Each issue I hope to bring together games that explore the breadth of what our art form has to offer. Also, and this part is very important to me and should truly be taken as given, each contribut",,
Infiniboss,https://happy-frog-games.itch.io/infiniboss,?,,,"Infiniboss is an endless boss battle platformer. It's just you, an ever-changing boss, and tons of projectiles. Choose a character, get as many points as you can, use the points to unlock more characters, repeat. You can set a personal score goal for yourself for each character, you can send scores to friends to see if they can beat them, or you can just try to unlock every character. Play the game your way! Features include, but aren't limited to: A relentless boss which changes which attacks i",,
Influence,https://pilot-star.itch.io/influenced,KEEP,+horror,,"#Story Dolly Pearson is an up and coming influencer on Instapix, the social media site everyone loves to use! But she's getting tired of waiting to make it big. Everything changes when Instapix star Vanessa John moves into her neighborhood and befriends her. What are the odds? She tells her about a way to make it big...as long as she's willing to pay the price. #Features â¢ Experience a slow burn horror story in a kinetic novel format â¢ Around 30 min of gameplay â¢ All the features of Ren'py",,
Inkanians,https://kronbits.itch.io/inkanians,?,,,"Inkanians is a puzzle game on you control a squared-inca moving boxes, slide blocks, teleport... to collect all the diamonds of the level History: Two incas stole a treasure and a mysterious magic turning them in to rocks inside the cave. Now they have to find the way to escape. The game starts with easy levels to explain all the mechanics and increases the difficulty in various ways until the last levels. There is no constant difficulty increase, you can find a normal level and after that some ",,
Instructions For Removing Faerie Rings,https://somewherewithstories.itch.io/instructions-for-removing-faerie-rings,?,,,"While encountering faerie rings is to be expected in the forests and the mountains, their presence in public spaces quickly leads to trouble. Your job is to remove faerie rings that have grown in particularly unfortunate locations. Prepare a coin, D6 and D12 and brace yourself for an attempt at removal.",,
Insufficient Adjectives,https://razburygames.itch.io/insufficient-adjectives,?,,,"Insufficient Adjectives is about the labels we use to describe ourselves, and how those labels help us find our tribe. It's also about delivering packages to stores. This game was commissioned by Playcrafting for the 2019 Play NYC Convention . Five ""Graffiti Games"" made by LGBTQ+ developers in NYC were created in 6 weeks and debuted first at Play NYC at the Metropolitan Pavilion in Manhattan. How To Play - Hover over trucks to view clues as to their contents. Drag road tiles from the bottom of t",,
Intelligent Design An Evolutionary Sandbox,https://pillbuginteractive.itch.io/intelligent-design,?,,,"A toy ecosystem with fully simulated genetics and evolution. Will you tinker with DNA or sit back, relax, and see if life finds a way? In a universe driven by targets, a faceless corporation employs you to create an evolving ecosystem you can never hope to control... Intelligent Design: An Evolutionary Sandbox is a god game with fully simulated genetics and evolution. Create species of plants, herbivores and carnivores and try to control the ever evolving ecosystem. Design and create genetically",,
Interactive Portraits Trans People in Japan,https://zoy.itch.io/iportraits,KEEP,+glitch,,"Interactive dialogues about gender, revolution, and resilience. Warning: these works use glitchy visual effects that are probably not safe for people with photosensitive epilepsy. Please be careful! ""All the time I'm having to make up stories. Because you are a friend, I can confess about it this way, but you know, if you'd interviewed me just like all the other interviews by people who are like, 'what is a transgender?' I would have had to lie."" Explanation This is a series of works that came o",,
Interactivity The Interactive Experience,https://aethericgames.itch.io/interactivity-the-interactive-experience,KEEP,+meta,,"Welcome to Interactivity: The Interactive Experience , an exhibition by Aetheric Games, featuring The Button. In the world of ""video-games"", interaction engineers have spent years rigidly defining the specialised and determinate ways that you, a ""video-game"" protagonist, may interact with your world. Here in this guided tour you will find them all, glistening with promise, awaiting the click of your mouse and ready to edutain you! Please enjoy. Except for The Button. The Button is not for you. .",,
Interstellar Dominion,https://wookbee.itch.io/interstellar-dominion,?,,,"Interstellar Dominion is an open world game set in space. Two factions are at war, the Vanguard , and the Empyrean . The actions you take will determine what faction you belong to. As if this wasn't enough of a mess pirates are out looking to turn any ship they see into scrap to sell. Contracts can be started by locating faction owned planets, this is where you can earn credits. These contracts include: Delivery: Transport material to a nearby ship. Escort: Guide a ship to a location while prote",,
Interstellaria,https://coldrice.itch.io/interstellaria,KEEP,+creature,,"Interstellaria is a real time space-exploration sim and crew management game. Command a fleet of vessels wandering the galaxy for adventure and profit! Youâll be forced to make tough decisions as you face hostile starships, crippling space anomalies, and intriguing aliens. When your fleet faces certain doom, should you direct your crew to make critical repairs, or report to their stations and boost your fleet? Land your flagship on an alien world, allowing your crew to gather valuable resource",,
Into The Mist 2 The Cult,https://evilrick.itch.io/into-the-mist-2-the-cult,KEEP,"+horror,fps",,"""The trains will be leaving at 12:00. To all citizens, if you have been cleared by the quarantine team, the trains will be leaving at 12:00. Do not be late, the trains will not be returning."" Into The Mist 2 is a horror fps set in an abandoned town covered in mist. After being captured by the cult, you must try and escape! The game is about 40 minutes long, but also includes the original Into The Mist, with added features. Controls: WASD to move Enter/E/Left Click to interact Esc to open menu R ",,
Inverness Nights,https://kitsubasa.itch.io/inverness-nights,KEEP,"+horror,gore,body horror,mystery,supernatural",,"Tristram Rose appears to be a simple tailor, living and working in Inverness in Scotland in the mid-18th century, but then, heâs an expert in keeping up appearances. In actuality, Tris is immortal, and has lived centuries moving from town to town in order to leave any suspicions behind him. He also has a remarkable ability: a healing touch which he similarly refrains from using, lest he be labelled a witch. But when love comes knocking, itâs hard to keep cautious. After revealing his powers ",,
Invocation Ghost Photography,https://echochvmber.itch.io/invocation,KEEP,"+dark,death,creature,paranormal",,"Invocation is a First-Person Ghost Photography Simulator. Play as a paranormal investigator and explore a dark, atmospheric mansion where lost spirits still lurk in the shadows. This game takes 20-40 minutes to complete. Sarah Winstead is killed in a car accident at a very young age, and awakens to find herself lost in dark labyrinth called the Otherside. Searching for a way back, Sarah encounters a powerful creature which promises to take her back to the world of the living, but at a price she ",,
Island Artist,https://teastudiogames.itch.io/island-artist,MIXED,+fps -chill,,"an exploration painting game a hand crafted world where you can create beautiful paintings place where you can chill out Painting by @Code1ta simple painting UI for easy use share your paintings on twitter with #IslandArtist create quickly painting with no skill if you mess up it's fine try again More information: sorry there is no 32bit version, it will come later Requirements Minimum Recomended RAM: 4GB RAM: 8GB GPU: GeForceMX150 GPU: GeForce GTX 970 Storage: 650MB Storage: 650MB FPS: 30+ FPS:",,
